ensemblgene,entrezgene,gene_name,path_description,path_ID
ENSG00000130377,81616,ACSBG2,Metabolic pathways,path:hsa01100
ENSG00000148834,9446,GSTO1,Metabolic pathways,path:hsa01100
ENSG00000136521,4711,NDUFB5,Metabolic pathways,path:hsa01100
ENSG00000128242,9514,GAL3ST1,Metabolic pathways,path:hsa01100
ENSG00000156885,1339,COX6A2,Metabolic pathways,path:hsa01100
ENSG00000143845,55224,ETNK2,Metabolic pathways,path:hsa01100
ENSG00000087008,8310,ACOX3,Metabolic pathways,path:hsa01100
ENSG00000176022,126792,B3GALT6,Metabolic pathways,path:hsa01100
ENSG00000157870,127281,PRXL2B,Metabolic pathways,path:hsa01100
ENSG00000275125,127281,PRXL2B,Metabolic pathways,path:hsa01100
ENSG00000197894,128,ADH5,Metabolic pathways,path:hsa01100
ENSG00000006534,221,ALDH3B1,Metabolic pathways,path:hsa01100
ENSG00000204872,51471,NAT8B,Metabolic pathways,path:hsa01100
ENSG00000119915,83401,ELOVL3,Metabolic pathways,path:hsa01100
ENSG00000101464,128869,PIGU,Metabolic pathways,path:hsa01100
ENSG00000172954,253558,LCLAT1,Metabolic pathways,path:hsa01100
ENSG00000123360,5153,PDE1B,Metabolic pathways,path:hsa01100
ENSG00000101365,3420,IDH3B,Metabolic pathways,path:hsa01100
ENSG00000184381,8398,PLA2G6,Metabolic pathways,path:hsa01100
ENSG00000069764,8399,PLA2G10,Metabolic pathways,path:hsa01100
ENSG00000163082,130367,SGPP2,Metabolic pathways,path:hsa01100
ENSG00000159650,131669,UROC1,Metabolic pathways,path:hsa01100
ENSG00000198585,131870,NUDT16,Metabolic pathways,path:hsa01100
ENSG00000129673,15,AANAT,Metabolic pathways,path:hsa01100
ENSG00000176597,84002,B3GNT5,Metabolic pathways,path:hsa01100
ENSG00000151005,84076,TKTL2,Metabolic pathways,path:hsa01100
ENSG00000198077,1549,CYP2A7,Metabolic pathways,path:hsa01100
ENSG00000078142,5289,PIK3C3,Metabolic pathways,path:hsa01100
ENSG00000135940,1329,COX5B,Metabolic pathways,path:hsa01100
ENSG00000166311,6609,SMPD1,Metabolic pathways,path:hsa01100
ENSG00000166800,160287,LDHAL6A,Metabolic pathways,path:hsa01100
ENSG00000100024,51733,UPB1,Metabolic pathways,path:hsa01100
ENSG00000102780,160851,DGKH,Metabolic pathways,path:hsa01100
ENSG00000177666,57104,PNPLA2,Metabolic pathways,path:hsa01100
ENSG00000131480,314,AOC2,Metabolic pathways,path:hsa01100
ENSG00000167600,29785,CYP2S1,Metabolic pathways,path:hsa01100
ENSG00000150540,3176,HNMT,Metabolic pathways,path:hsa01100
ENSG00000088035,29929,ALG6,Metabolic pathways,path:hsa01100
ENSG00000009830,29954,POMT2,Metabolic pathways,path:hsa01100
ENSG00000143418,29956,CERS2,Metabolic pathways,path:hsa01100
ENSG00000116133,1718,DHCR24,Metabolic pathways,path:hsa01100
ENSG00000102967,1723,DHODH,Metabolic pathways,path:hsa01100
ENSG00000168653,4725,NDUFS5,Metabolic pathways,path:hsa01100
ENSG00000138029,3032,HADHB,Metabolic pathways,path:hsa01100
ENSG00000275544,622,BDH1,Metabolic pathways,path:hsa01100
ENSG00000111669,7167,TPI1,Metabolic pathways,path:hsa01100
ENSG00000100994,5834,PYGB,Metabolic pathways,path:hsa01100
ENSG00000093072,51816,ADA2,Metabolic pathways,path:hsa01100
ENSG00000068976,5837,PYGM,Metabolic pathways,path:hsa01100
ENSG00000126267,1340,COX6B1,Metabolic pathways,path:hsa01100
ENSG00000275176,31,ACACA,Metabolic pathways,path:hsa01100
ENSG00000172053,5859,QARS1,Metabolic pathways,path:hsa01100
ENSG00000145494,4726,NDUFS6,Metabolic pathways,path:hsa01100
ENSG00000109743,683,BST1,Metabolic pathways,path:hsa01100
ENSG00000164237,134147,CMBL,Metabolic pathways,path:hsa01100
ENSG00000162174,80150,ASRGL1,Metabolic pathways,path:hsa01100
ENSG00000178127,4729,NDUFV2,Metabolic pathways,path:hsa01100
ENSG00000074696,51495,HACD3,Metabolic pathways,path:hsa01100
ENSG00000127415,3425,IDUA,Metabolic pathways,path:hsa01100
ENSG00000161281,1346,COX7A1,Metabolic pathways,path:hsa01100
ENSG00000166507,8509,NDST2,Metabolic pathways,path:hsa01100
ENSG00000186115,8529,CYP4F2,Metabolic pathways,path:hsa01100
ENSG00000184005,256435,ST6GALNAC3,Metabolic pathways,path:hsa01100
ENSG00000160209,8566,PDXK,Metabolic pathways,path:hsa01100
ENSG00000141934,8612,PLPP2,Metabolic pathways,path:hsa01100
ENSG00000173868,162466,PHOSPHO1,Metabolic pathways,path:hsa01100
ENSG00000120254,25902,MTHFD1L,Metabolic pathways,path:hsa01100
ENSG00000174227,54872,PIGG,Metabolic pathways,path:hsa01100
ENSG00000139344,144193,AMDHD1,Metabolic pathways,path:hsa01100
ENSG00000117862,51060,TXNDC12,Metabolic pathways,path:hsa01100
ENSG00000176340,1351,COX8A,Metabolic pathways,path:hsa01100
ENSG00000117411,8704,B4GALT2,Metabolic pathways,path:hsa01100
ENSG00000169255,8706,B3GALNT1,Metabolic pathways,path:hsa01100
ENSG00000162630,8707,B3GALT2,Metabolic pathways,path:hsa01100
ENSG00000117410,533,ATP6V0B,Metabolic pathways,path:hsa01100
ENSG00000172340,8801,SUCLG2,Metabolic pathways,path:hsa01100
ENSG00000112309,135152,B3GAT2,Metabolic pathways,path:hsa01100
ENSG00000006695,1352,COX10,Metabolic pathways,path:hsa01100
ENSG00000000419,8813,DPM1,Metabolic pathways,path:hsa01100
ENSG00000178035,3615,IMPDH2,Metabolic pathways,path:hsa01100
ENSG00000142611,63976,PRDM16,Metabolic pathways,path:hsa01100
ENSG00000171174,64080,RBKS,Metabolic pathways,path:hsa01100
ENSG00000159082,8867,SYNJ1,Metabolic pathways,path:hsa01100
ENSG00000281614,3635,INPP5D,Metabolic pathways,path:hsa01100
ENSG00000108799,2145,EZH1,Metabolic pathways,path:hsa01100
ENSG00000161217,5130,PCYT1A,Metabolic pathways,path:hsa01100
ENSG00000033627,535,ATP6V0A1,Metabolic pathways,path:hsa01100
ENSG00000186642,5138,PDE2A,Metabolic pathways,path:hsa01100
ENSG00000139631,51380,CSAD,Metabolic pathways,path:hsa01100
ENSG00000065989,5141,PDE4A,Metabolic pathways,path:hsa01100
ENSG00000184588,5142,PDE4B,Metabolic pathways,path:hsa01100
ENSG00000241837,539,ATP5PO,Metabolic pathways,path:hsa01100
ENSG00000007168,5048,PAFAH1B1,Metabolic pathways,path:hsa01100
ENSG00000079462,5050,PAFAH1B3,Metabolic pathways,path:hsa01100
ENSG00000158006,5051,PAFAH2,Metabolic pathways,path:hsa01100
ENSG00000139053,5149,PDE6H,Metabolic pathways,path:hsa01100
ENSG00000109685,7468,NSD2,Metabolic pathways,path:hsa01100
ENSG00000138413,3417,IDH1,Metabolic pathways,path:hsa01100
ENSG00000276293,8396,PIP4K2B,Metabolic pathways,path:hsa01100
ENSG00000007541,9091,PIGQ,Metabolic pathways,path:hsa01100
ENSG00000100605,3705,ITPK1,Metabolic pathways,path:hsa01100
ENSG00000135390,517,ATP5MC2,Metabolic pathways,path:hsa01100
ENSG00000169826,55454,CSGALNACT2,Metabolic pathways,path:hsa01100
ENSG00000165629,509,ATP5F1C,Metabolic pathways,path:hsa01100
ENSG00000005187,6296,ACSM3,Metabolic pathways,path:hsa01100
ENSG00000172339,199857,ALG14,Metabolic pathways,path:hsa01100
ENSG00000172197,154141,MBOAT1,Metabolic pathways,path:hsa01100
ENSG00000223658,728819,C1GALT1C1L,Metabolic pathways,path:hsa01100
ENSG00000239900,158,ADSL,Metabolic pathways,path:hsa01100
ENSG00000035687,159,ADSS2,Metabolic pathways,path:hsa01100
ENSG00000023697,51071,DERA,Metabolic pathways,path:hsa01100
ENSG00000149089,51074,APIP,Metabolic pathways,path:hsa01100
ENSG00000163527,201595,STT3B,Metabolic pathways,path:hsa01100
ENSG00000065518,4710,NDUFB4,Metabolic pathways,path:hsa01100
ENSG00000154227,204219,CERS3,Metabolic pathways,path:hsa01100
ENSG00000162433,205,AK4,Metabolic pathways,path:hsa01100
ENSG00000167720,63826,SRR,Metabolic pathways,path:hsa01100
ENSG00000158470,9334,B4GALT5,Metabolic pathways,path:hsa01100
ENSG00000112893,4124,MAN2A1,Metabolic pathways,path:hsa01100
ENSG00000109618,51091,SEPSECS,Metabolic pathways,path:hsa01100
ENSG00000106304,6677,SPAM1,Metabolic pathways,path:hsa01100
ENSG00000040933,3631,INPP4A,Metabolic pathways,path:hsa01100
ENSG00000109956,27087,B3GAT1,Metabolic pathways,path:hsa01100
ENSG00000170364,6419,SETMAR,Metabolic pathways,path:hsa01100
ENSG00000110871,84274,COQ5,Metabolic pathways,path:hsa01100
ENSG00000104885,84444,DOT1L,Metabolic pathways,path:hsa01100
ENSG00000100596,9517,SPTLC2,Metabolic pathways,path:hsa01100
ENSG00000100330,8897,MTMR3,Metabolic pathways,path:hsa01100
ENSG00000139133,84920,ALG10,Metabolic pathways,path:hsa01100
ENSG00000123836,5208,PFKFB2,Metabolic pathways,path:hsa01100
ENSG00000070614,3340,NDST1,Metabolic pathways,path:hsa01100
ENSG00000110080,6484,ST3GAL4,Metabolic pathways,path:hsa01100
ENSG00000211445,2878,GPX3,Metabolic pathways,path:hsa01100
ENSG00000168032,956,ENTPD3,Metabolic pathways,path:hsa01100
ENSG00000132196,51478,HSD17B7,Metabolic pathways,path:hsa01100
ENSG00000151151,253430,IPMK,Metabolic pathways,path:hsa01100
ENSG00000105552,587,BCAT2,Metabolic pathways,path:hsa01100
ENSG00000167468,2879,GPX4,Metabolic pathways,path:hsa01100
ENSG00000170522,79071,ELOVL6,Metabolic pathways,path:hsa01100
ENSG00000168291,5162,PDHB,Metabolic pathways,path:hsa01100
ENSG00000155252,55361,PI4K2A,Metabolic pathways,path:hsa01100
ENSG00000084207,2950,GSTP1,Metabolic pathways,path:hsa01100
ENSG00000079739,5236,PGM1,Metabolic pathways,path:hsa01100
ENSG00000276870,8399,PLA2G10,Metabolic pathways,path:hsa01100
ENSG00000185883,527,ATP6V0C,Metabolic pathways,path:hsa01100
ENSG00000163803,151056,PLB1,Metabolic pathways,path:hsa01100
ENSG00000011405,5286,PIK3C2A,Metabolic pathways,path:hsa01100
ENSG00000012660,60481,ELOVL5,Metabolic pathways,path:hsa01100
ENSG00000130309,79709,COLGALT1,Metabolic pathways,path:hsa01100
ENSG00000087253,54947,LPCAT2,Metabolic pathways,path:hsa01100
ENSG00000169764,7360,UGP2,Metabolic pathways,path:hsa01100
ENSG00000134575,53,ACP2,Metabolic pathways,path:hsa01100
ENSG00000262785,5313,PKLR,Metabolic pathways,path:hsa01100
ENSG00000143627,5313,PKLR,Metabolic pathways,path:hsa01100
ENSG00000182858,79087,ALG12,Metabolic pathways,path:hsa01100
ENSG00000185900,84197,POMK,Metabolic pathways,path:hsa01100
ENSG00000159267,3141,HLCS,Metabolic pathways,path:hsa01100
ENSG00000100031,2678,GGT1,Metabolic pathways,path:hsa01100
ENSG00000158104,3242,HPD,Metabolic pathways,path:hsa01100
ENSG00000139428,326625,MMAB,Metabolic pathways,path:hsa01100
ENSG00000169021,7386,UQCRFS1,Metabolic pathways,path:hsa01100
ENSG00000139531,6821,SUOX,Metabolic pathways,path:hsa01100
ENSG00000164100,9348,NDST3,Metabolic pathways,path:hsa01100
ENSG00000176387,3291,HSD11B2,Metabolic pathways,path:hsa01100
ENSG00000168918,3635,INPP5D,Metabolic pathways,path:hsa01100
ENSG00000165458,3636,INPPL1,Metabolic pathways,path:hsa01100
ENSG00000063176,56848,SPHK2,Metabolic pathways,path:hsa01100
ENSG00000010256,7384,UQCRC1,Metabolic pathways,path:hsa01100
ENSG00000131979,2643,GCH1,Metabolic pathways,path:hsa01100
ENSG00000140905,2653,GCSH,Metabolic pathways,path:hsa01100
ENSG00000151726,2180,ACSL1,Metabolic pathways,path:hsa01100
ENSG00000278540,31,ACACA,Metabolic pathways,path:hsa01100
ENSG00000182272,338707,B4GALNT4,Metabolic pathways,path:hsa01100
ENSG00000154723,522,ATP5PF,Metabolic pathways,path:hsa01100
ENSG00000088826,54498,SMOX,Metabolic pathways,path:hsa01100
ENSG00000113732,8992,ATP6V0E1,Metabolic pathways,path:hsa01100
ENSG00000049239,9563,H6PD,Metabolic pathways,path:hsa01100
ENSG00000188641,1806,DPYD,Metabolic pathways,path:hsa01100
ENSG00000140990,4716,NDUFB10,Metabolic pathways,path:hsa01100
ENSG00000168907,255189,PLA2G4F,Metabolic pathways,path:hsa01100
ENSG00000118058,4297,KMT2A,Metabolic pathways,path:hsa01100
ENSG00000134910,3703,STT3A,Metabolic pathways,path:hsa01100
ENSG00000277292,8396,PIP4K2B,Metabolic pathways,path:hsa01100
ENSG00000109390,4717,NDUFC1,Metabolic pathways,path:hsa01100
ENSG00000166816,197257,LDHD,Metabolic pathways,path:hsa01100
ENSG00000161653,162417,NAGS,Metabolic pathways,path:hsa01100
ENSG00000026652,56895,AGPAT4,Metabolic pathways,path:hsa01100
ENSG00000137841,5330,PLCB2,Metabolic pathways,path:hsa01100
ENSG00000127884,1892,ECHS1,Metabolic pathways,path:hsa01100
ENSG00000226784,441531,PGAM4,Metabolic pathways,path:hsa01100
ENSG00000107789,9562,MINPP1,Metabolic pathways,path:hsa01100
ENSG00000183549,54988,ACSM5,Metabolic pathways,path:hsa01100
ENSG00000188833,377841,ENTPD8,Metabolic pathways,path:hsa01100
ENSG00000149527,9651,PLCH2,Metabolic pathways,path:hsa01100
ENSG00000170906,4696,NDUFA3,Metabolic pathways,path:hsa01100
ENSG00000052802,6307,MSMO1,Metabolic pathways,path:hsa01100
ENSG00000198380,2673,GFPT1,Metabolic pathways,path:hsa01100
ENSG00000186529,4051,CYP4F3,Metabolic pathways,path:hsa01100
ENSG00000244038,1650,DDOST,Metabolic pathways,path:hsa01100
ENSG00000164023,166929,SGMS2,Metabolic pathways,path:hsa01100
ENSG00000273642,4696,NDUFA3,Metabolic pathways,path:hsa01100
ENSG00000136143,8803,SUCLA2,Metabolic pathways,path:hsa01100
ENSG00000233954,440567,UQCRHL,Metabolic pathways,path:hsa01100
ENSG00000138185,953,ENTPD1,Metabolic pathways,path:hsa01100
ENSG00000124212,5740,PTGIS,Metabolic pathways,path:hsa01100
ENSG00000087157,9489,PGS1,Metabolic pathways,path:hsa01100
ENSG00000124181,5335,PLCG1,Metabolic pathways,path:hsa01100
ENSG00000233276,2876,GPX1,Metabolic pathways,path:hsa01100
ENSG00000173085,27235,COQ2,Metabolic pathways,path:hsa01100
ENSG00000169660,284004,HEXD,Metabolic pathways,path:hsa01100
ENSG00000167548,8085,KMT2D,Metabolic pathways,path:hsa01100
ENSG00000055609,58508,KMT2C,Metabolic pathways,path:hsa01100
ENSG00000145293,58478,ENOPH1,Metabolic pathways,path:hsa01100
ENSG00000170634,98,ACYP2,Metabolic pathways,path:hsa01100
ENSG00000197586,955,ENTPD6,Metabolic pathways,path:hsa01100
ENSG00000276429,9651,PLCH2,Metabolic pathways,path:hsa01100
ENSG00000272333,9757,KMT2B,Metabolic pathways,path:hsa01100
ENSG00000068383,3632,INPP5A,Metabolic pathways,path:hsa01100
ENSG00000187097,957,ENTPD5,Metabolic pathways,path:hsa01100
ENSG00000276220,4696,NDUFA3,Metabolic pathways,path:hsa01100
ENSG00000130414,4705,NDUFA10,Metabolic pathways,path:hsa01100
ENSG00000176715,197322,ACSF3,Metabolic pathways,path:hsa01100
ENSG00000177156,6888,TALDO1,Metabolic pathways,path:hsa01100
ENSG00000204084,3633,INPP5B,Metabolic pathways,path:hsa01100
ENSG00000169020,521,ATP5ME,Metabolic pathways,path:hsa01100
ENSG00000157350,6483,ST3GAL2,Metabolic pathways,path:hsa01100
ENSG00000127125,79717,PPCS,Metabolic pathways,path:hsa01100
ENSG00000152463,55301,OLAH,Metabolic pathways,path:hsa01100
ENSG00000115488,4759,NEU2,Metabolic pathways,path:hsa01100
ENSG00000023228,4719,NDUFS1,Metabolic pathways,path:hsa01100
ENSG00000166136,4714,NDUFB8,Metabolic pathways,path:hsa01100
ENSG00000154930,84532,ACSS1,Metabolic pathways,path:hsa01100
ENSG00000008130,65220,NADK,Metabolic pathways,path:hsa01100
ENSG00000181523,6448,SGSH,Metabolic pathways,path:hsa01100
ENSG00000147813,93100,NAPRT,Metabolic pathways,path:hsa01100
ENSG00000166035,3990,LIPC,Metabolic pathways,path:hsa01100
ENSG00000154518,518,ATP5MC3,Metabolic pathways,path:hsa01100
ENSG00000003137,56603,CYP26B1,Metabolic pathways,path:hsa01100
ENSG00000004468,952,CD38,Metabolic pathways,path:hsa01100
ENSG00000158089,79623,GALNT14,Metabolic pathways,path:hsa01100
ENSG00000227046,1616,DAXX,MAPK signaling pathway,path:hsa04010
ENSG00000089022,8550,MAPKAPK5,MAPK signaling pathway,path:hsa04010
ENSG00000119699,7043,TGFB3,MAPK signaling pathway,path:hsa04010
ENSG00000149930,9344,TAOK2,MAPK signaling pathway,path:hsa04010
ENSG00000100485,6655,SOS2,MAPK signaling pathway,path:hsa04010
ENSG00000166484,5598,MAPK7,MAPK signaling pathway,path:hsa04010
ENSG00000157388,776,CACNA1D,MAPK signaling pathway,path:hsa04010
ENSG00000075461,27092,CACNG4,MAPK signaling pathway,path:hsa04010
ENSG00000126458,6237,RRAS,MAPK signaling pathway,path:hsa04010
ENSG00000072062,5566,PRKACA,MAPK signaling pathway,path:hsa04010
ENSG00000206279,1616,DAXX,MAPK signaling pathway,path:hsa04010
ENSG00000159337,283748,PLA2G4D,MAPK signaling pathway,path:hsa04010
ENSG00000141480,409,ARRB2,MAPK signaling pathway,path:hsa04010
ENSG00000162889,9261,MAPKAPK2,MAPK signaling pathway,path:hsa04010
ENSG00000288516,5566,PRKACA,MAPK signaling pathway,path:hsa04010
ENSG00000070388,27006,FGF22,MAPK signaling pathway,path:hsa04010
ENSG00000101224,994,CDC25B,MAPK signaling pathway,path:hsa04010
ENSG00000119630,5228,PGF,MAPK signaling pathway,path:hsa04010
ENSG00000109321,374,AREG,MAPK signaling pathway,path:hsa04010
ENSG00000034152,5606,MAP2K3,MAPK signaling pathway,path:hsa04010
ENSG00000116717,1647,GADD45A,MAPK signaling pathway,path:hsa04010
ENSG00000142875,5567,PRKACB,MAPK signaling pathway,path:hsa04010
ENSG00000135090,51347,TAOK3,MAPK signaling pathway,path:hsa04010
ENSG00000011485,5536,PPP5C,MAPK signaling pathway,path:hsa04010
ENSG00000157445,55799,CACNA2D3,MAPK signaling pathway,path:hsa04010
ENSG00000091436,51776,MAP3K20,MAPK signaling pathway,path:hsa04010
ENSG00000117676,6195,RPS6KA1,MAPK signaling pathway,path:hsa04010
ENSG00000099942,1399,CRKL,MAPK signaling pathway,path:hsa04010
ENSG00000206206,1616,DAXX,MAPK signaling pathway,path:hsa04010
ENSG00000229396,1616,DAXX,MAPK signaling pathway,path:hsa04010
ENSG00000099617,1943,EFNA2,MAPK signaling pathway,path:hsa04010
ENSG00000105221,208,AKT2,MAPK signaling pathway,path:hsa04010
ENSG00000115594,3554,IL1R1,MAPK signaling pathway,path:hsa04010
ENSG00000101109,6789,STK4,MAPK signaling pathway,path:hsa04010
ENSG00000139318,1848,DUSP6,MAPK signaling pathway,path:hsa04010
ENSG00000138834,23162,MAPK8IP3,MAPK signaling pathway,path:hsa04010
ENSG00000109971,3312,HSPA8,MAPK signaling pathway,path:hsa04010
ENSG00000108984,5608,MAP2K6,MAPK signaling pathway,path:hsa04010
ENSG00000105329,7040,TGFB1,MAPK signaling pathway,path:hsa04010
ENSG00000171777,115727,RASGRP4,MAPK signaling pathway,path:hsa04010
ENSG00000176697,627,BDNF,MAPK signaling pathway,path:hsa04010
ENSG00000175104,7189,TRAF6,MAPK signaling pathway,path:hsa04010
ENSG00000231617,1616,DAXX,MAPK signaling pathway,path:hsa04010
ENSG00000128272,468,ATF4,MAPK signaling pathway,path:hsa04010
